Plant Name,Date,SN,Port,Energy,Year,Microinversor
Wilkne,2025-03-27,106272403152,1,1.951,2025,Micro_01
Wilkne,2025-03-27,106272403152,2,1.953,2025,Micro_01
Wilkne,2025-03-27,106272403152,3,1.945,2025,Micro_01
Wilkne,2025-03-27,106272403152,4,1.965,2025,Micro_01
Wilkne,2025-03-27,106272403916,1,1.958,2025,Micro_02
Wilkne,2025-03-27,106272403916,2,1.952,2025,Micro_02
Wilkne,2025-03-27,106272403916,3,1.934,2025,Micro_02
Wilkne,2025-03-27,106272403916,4,1.982,2025,Micro_02
Wilkne,2025-03-27,116191966583,1,1.78,2025,Micro_04
Wilkne,2025-03-27,116191966583,2,1.846,2025,Micro_04
Wilkne,2025-03-27,116191966583,3,1.889,2025,Micro_04
Wilkne,2025-03-27,116191966583,4,1.915,2025,Micro_04
Wilkne,2025-03-26,106272403152,1,2.362,2025,Micro_01
Wilkne,2025-03-26,106272403152,2,2.354,2025,Micro_01
Wilkne,2025-03-26,106272403152,3,2.349,2025,Micro_01
Wilkne,2025-03-26,106272403152,4,2.372,2025,Micro_01
Wilkne,2025-03-26,106272403916,1,2.349,2025,Micro_02
Wilkne,2025-03-26,106272403916,2,2.338,2025,Micro_02
Wilkne,2025-03-26,106272403916,3,2.309,2025,Micro_02
Wilkne,2025-03-26,106272403916,4,2.384,2025,Micro_02
Wilkne,2025-03-26,116191966583,1,1.992,2025,Micro_04
Wilkne,2025-03-26,116191966583,2,2.373,2025,Micro_04
Wilkne,2025-03-26,116191966583,3,2.289,2025,Micro_04
Wilkne,2025-03-26,116191966583,4,2.363,2025,Micro_04
Wilkne,2025-03-18,106272403152,1,2.174,2025,Micro_01
Wilkne,2025-03-18,106272403152,2,2.179,2025,Micro_01
Wilkne,2025-03-18,106272403152,3,2.176,2025,Micro_01
Wilkne,2025-03-18,106272403152,4,2.194,2025,Micro_01
Wilkne,2025-03-18,106272403916,1,2.174,2025,Micro_02
Wilkne,2025-03-18,106272403916,2,2.167,2025,Micro_02
Wilkne,2025-03-18,106272403916,3,2.144,2025,Micro_02
Wilkne,2025-03-18,106272403916,4,2.199,2025,Micro_02
