Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-28,106272403152,1,2.366
Wilkne,2025-01-28,106272403152,2,2.362
Wilkne,2025-01-28,106272403152,3,2.364
Wilkne,2025-01-28,106272403152,4,2.391
Wilkne,2025-01-28,106272403916,1,2.315
Wilkne,2025-01-28,106272403916,2,2.321
Wilkne,2025-01-28,106272403916,3,2.268
Wilkne,2025-01-28,106272403916,4,2.354
Wilkne,2025-01-28,106272404964,1,0.013
Wilkne,2025-01-28,106272404964,2,2.271
Wilkne,2025-01-28,106272404964,3,2.227
Wilkne,2025-01-28,106272404964,4,2.269
