Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-03-15,106272403152,1,1.673
Wilkne,2025-03-15,106272403152,2,1.673
Wilkne,2025-03-15,106272403152,3,1.661
Wilkne,2025-03-15,106272403152,4,1.675
Wilkne,2025-03-15,106272403916,1,1.671
Wilkne,2025-03-15,106272403916,2,1.668
Wilkne,2025-03-15,106272403916,3,1.653
Wilkne,2025-03-15,106272403916,4,1.697
Wilkne,2025-03-15,116191966583,1,0.004
Wilkne,2025-03-15,116191966583,2,1.545
Wilkne,2025-03-15,116191966583,3,1.506
Wilkne,2025-03-15,116191966583,4,1.524
