Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-02-18,106272403152,1,2.636
Wilkne,2025-02-18,106272403152,2,2.62
Wilkne,2025-02-18,106272403152,3,2.615
Wilkne,2025-02-18,106272403152,4,2.647
Wilkne,2025-02-18,106272403916,1,2.585
Wilkne,2025-02-18,106272403916,2,2.584
Wilkne,2025-02-18,106272403916,3,2.534
Wilkne,2025-02-18,106272403916,4,2.639
Wilkne,2025-02-18,106272404964,1,0.015
Wilkne,2025-02-18,106272404964,2,2.57
Wilkne,2025-02-18,106272404964,3,2.528
Wilkne,2025-02-18,106272404964,4,2.584
