Plant Name,Date,Sn,Port,Energy (kWh),ID,SN,Microinversor
Wilkne,2024-03-08,,1,0.012,2445.0,106272404964.0,Microinversor_4
Wilkne,2024-03-08,,2,2.048,2446.0,106272404964.0,Microinversor_4
Wilkne,2024-03-08,,3,2.005,2447.0,106272404964.0,Microinversor_4
Wilkne,2024-03-08,,4,2.05,2448.0,106272404964.0,Microinversor_4
Wilkne,2023-12-29,,1,2.61,2449.0,106272403152.0,Microinversor_2
Wilkne,2023-12-29,,2,2.611,2450.0,106272403152.0,Microinversor_2
Wilkne,2023-12-29,,3,2.613,2451.0,106272403152.0,Microinversor_2
Wilkne,2023-12-29,,4,2.652,2452.0,106272403152.0,Microinversor_2
Wilkne,2023-12-29,,1,2.615,2453.0,106272403916.0,Microinversor_3
Wilkne,2023-12-29,,2,2.617,2454.0,106272403916.0,Microinversor_3
Wilkne,2023-12-29,,3,2.567,2455.0,106272403916.0,Microinversor_3
Wilkne,2023-12-29,,4,2.638,2456.0,106272403916.0,Microinversor_3
Wilkne,2023-12-29,,1,0.013,2457.0,116191966583.0,Microinversor_5
Wilkne,2023-12-29,,2,2.415,2458.0,116191966583.0,Microinversor_5
Wilkne,2023-12-29,,3,2.369,2459.0,116191966583.0,Microinversor_5
Wilkne,2023-12-29,,4,2.401,2460.0,116191966583.0,Microinversor_5
Wilkne,2023-12-01,,1,2.237,2461.0,106272403152.0,Microinversor_2
Wilkne,2023-12-01,,2,2.235,2462.0,106272403152.0,Microinversor_2
Wilkne,2023-12-01,,3,2.234,2463.0,106272403152.0,Microinversor_2
Wilkne,2023-12-01,,4,2.259,2464.0,106272403152.0,Microinversor_2
Wilkne,2023-12-01,,1,2.235,2465.0,106272403916.0,Microinversor_3
Wilkne,2023-12-01,,2,2.228,2466.0,106272403916.0,Microinversor_3
Wilkne,2023-12-01,,3,2.193,2467.0,106272403916.0,Microinversor_3
Wilkne,2023-12-01,,4,2.259,2468.0,106272403916.0,Microinversor_3
Wilkne,2023-12-01,,1,0.013,2469.0,116191966583.0,Microinversor_5
Wilkne,2023-12-01,,2,2.097,2470.0,116191966583.0,Microinversor_5
Wilkne,2023-12-01,,3,2.06,2471.0,116191966583.0,Microinversor_5
Wilkne,2023-12-01,,4,2.082,2472.0,116191966583.0,Microinversor_5
Wilkne,2023-12-15,,1,1.965,2473.0,106272403152.0,Microinversor_2
Wilkne,2023-12-15,,2,1.98,2474.0,106272403152.0,Microinversor_2
Wilkne,2023-12-15,,3,1.973,2475.0,106272403152.0,Microinversor_2
Wilkne,2023-12-15,,4,2.0,2476.0,106272403152.0,Microinversor_2
Wilkne,2023-12-15,,1,1.992,2477.0,106272403916.0,Microinversor_3
Wilkne,2023-12-15,,2,1.987,2478.0,106272403916.0,Microinversor_3
Wilkne,2023-12-15,,3,1.965,2479.0,106272403916.0,Microinversor_3
Wilkne,2023-12-15,,4,2.014,2480.0,106272403916.0,Microinversor_3
Wilkne,2023-12-15,,1,0.012,2481.0,116191966583.0,Microinversor_5
Wilkne,2023-12-15,,2,1.749,2482.0,116191966583.0,Microinversor_5
Wilkne,2023-12-15,,3,1.722,2483.0,116191966583.0,Microinversor_5
Wilkne,2023-12-15,,4,1.736,2484.0,116191966583.0,Microinversor_5
Wilkne,2024-08-01,,1,2.046,2485.0,106272403152.0,Microinversor_2
Wilkne,2024-08-01,,2,2.004,2486.0,106272403152.0,Microinversor_2
Wilkne,2024-08-01,,3,2.023,2487.0,106272403152.0,Microinversor_2
Wilkne,2024-08-01,,4,2.038,2488.0,106272403152.0,Microinversor_2
Wilkne,2024-08-01,,1,2.024,2489.0,106272403916.0,Microinversor_3
Wilkne,2024-08-01,,2,2.019,2490.0,106272403916.0,Microinversor_3
Wilkne,2024-08-01,,3,2.016,2491.0,106272403916.0,Microinversor_3
Wilkne,2024-08-01,,4,2.059,2492.0,106272403916.0,Microinversor_3
Wilkne,2024-08-01,,1,0.012,2493.0,106272404964.0,Microinversor_4
Wilkne,2024-08-01,,2,2.251,2494.0,106272404964.0,Microinversor_4
Wilkne,2024-08-01,,3,2.243,2495.0,106272404964.0,Microinversor_4
Wilkne,2024-08-01,,4,2.297,2496.0,106272404964.0,Microinversor_4
Wilkne,2024-01-25,,1,1.275,2497.0,106272403152.0,Microinversor_2
Wilkne,2024-01-25,,2,1.28,2498.0,106272403152.0,Microinversor_2
Wilkne,2024-01-25,,3,1.281,2499.0,106272403152.0,Microinversor_2
Wilkne,2024-01-25,,4,1.296,2500.0,106272403152.0,Microinversor_2
Wilkne,2024-01-25,,1,1.289,2501.0,106272403916.0,Microinversor_3
Wilkne,2024-01-25,,2,1.285,2502.0,106272403916.0,Microinversor_3
Wilkne,2024-01-25,,3,1.268,2503.0,106272403916.0,Microinversor_3
Wilkne,2024-01-25,,4,1.295,2504.0,106272403916.0,Microinversor_3
Wilkne,2024-01-25,,1,0.011,2505.0,106272404964.0,Microinversor_4
Wilkne,2024-01-25,,2,1.245,2506.0,106272404964.0,Microinversor_4
Wilkne,2024-01-25,,3,1.25,2507.0,106272404964.0,Microinversor_4
Wilkne,2024-01-25,,4,1.256,2508.0,106272404964.0,Microinversor_4
Wilkne,2024-01-31,,1,2.601,2509.0,106272403152.0,Microinversor_2
Wilkne,2024-01-31,,2,2.606,2510.0,106272403152.0,Microinversor_2
Wilkne,2024-01-31,,3,2.62,2511.0,106272403152.0,Microinversor_2
Wilkne,2024-01-31,,4,2.649,2512.0,106272403152.0,Microinversor_2
Wilkne,2024-01-31,,1,2.615,2513.0,106272403916.0,Microinversor_3
Wilkne,2024-01-31,,2,2.615,2514.0,106272403916.0,Microinversor_3
Wilkne,2024-01-31,,3,2.57,2515.0,106272403916.0,Microinversor_3
Wilkne,2024-01-31,,4,2.63,2516.0,106272403916.0,Microinversor_3
Wilkne,2024-01-31,,1,0.014,2517.0,106272404964.0,Microinversor_4
Wilkne,2024-01-31,,2,2.425,2518.0,106272404964.0,Microinversor_4
Wilkne,2024-01-31,,3,2.385,2519.0,106272404964.0,Microinversor_4
Wilkne,2024-01-31,,4,2.424,2520.0,106272404964.0,Microinversor_4
Wilkne,2024-08-15,,1,1.688,2521.0,106272403152.0,Microinversor_2
Wilkne,2024-08-15,,2,1.677,2522.0,106272403152.0,Microinversor_2
Wilkne,2024-08-15,,3,1.669,2523.0,106272403152.0,Microinversor_2
Wilkne,2024-08-15,,4,1.685,2524.0,106272403152.0,Microinversor_2
Wilkne,2024-08-15,,1,1.663,2525.0,106272403916.0,Microinversor_3
Wilkne,2024-08-15,,2,1.663,2526.0,106272403916.0,Microinversor_3
Wilkne,2024-08-15,,3,1.657,2527.0,106272403916.0,Microinversor_3
Wilkne,2024-08-15,,4,1.695,2528.0,106272403916.0,Microinversor_3
Wilkne,2024-08-15,,1,0.012,2529.0,106272404964.0,Microinversor_4
Wilkne,2024-08-15,,2,1.817,2530.0,106272404964.0,Microinversor_4
Wilkne,2024-08-15,,3,1.817,2531.0,106272404964.0,Microinversor_4
Wilkne,2024-08-15,,4,1.853,2532.0,106272404964.0,Microinversor_4
Wilkne,2024-06-10,,1,1.927,2533.0,106272403152.0,Microinversor_2
Wilkne,2024-06-10,,2,1.934,2534.0,106272403152.0,Microinversor_2
Wilkne,2024-06-10,,3,1.918,2535.0,106272403152.0,Microinversor_2
Wilkne,2024-06-10,,4,1.928,2536.0,106272403152.0,Microinversor_2
Wilkne,2024-06-10,,1,1.931,2537.0,106272403916.0,Microinversor_3
Wilkne,2024-06-10,,2,1.917,2538.0,106272403916.0,Microinversor_3
Wilkne,2024-06-10,,3,1.919,2539.0,106272403916.0,Microinversor_3
Wilkne,2024-06-10,,4,1.95,2540.0,106272403916.0,Microinversor_3
Wilkne,2024-06-10,,1,0.011,2541.0,106272404964.0,Microinversor_4
Wilkne,2024-06-10,,2,2.12,2542.0,106272404964.0,Microinversor_4
Wilkne,2024-06-10,,3,2.13,2543.0,106272404964.0,Microinversor_4
Wilkne,2024-06-10,,4,2.161,2544.0,106272404964.0,Microinversor_4
Wilkne,2024-01-19,,1,2.564,2545.0,106272403152.0,Microinversor_2
Wilkne,2024-01-19,,2,2.569,2546.0,106272403152.0,Microinversor_2
Wilkne,2024-01-19,,3,2.582,2547.0,106272403152.0,Microinversor_2
Wilkne,2024-01-19,,4,2.606,2548.0,106272403152.0,Microinversor_2
Wilkne,2024-01-19,,1,2.574,2549.0,106272403916.0,Microinversor_3
Wilkne,2024-01-19,,2,2.575,2550.0,106272403916.0,Microinversor_3
Wilkne,2024-01-19,,3,2.527,2551.0,106272403916.0,Microinversor_3
Wilkne,2024-01-19,,4,2.586,2552.0,106272403916.0,Microinversor_3
Wilkne,2024-01-19,,1,0.014,2553.0,106272404964.0,Microinversor_4
Wilkne,2024-01-19,,2,2.442,2554.0,106272404964.0,Microinversor_4
Wilkne,2024-01-19,,3,2.395,2555.0,106272404964.0,Microinversor_4
Wilkne,2024-01-19,,4,2.43,2556.0,106272404964.0,Microinversor_4
Wilkne,2024-06-04,,1,1.584,2557.0,106272403152.0,Microinversor_2
Wilkne,2024-06-04,,2,1.586,2558.0,106272403152.0,Microinversor_2
Wilkne,2024-06-04,,3,1.577,2559.0,106272403152.0,Microinversor_2
Wilkne,2024-06-04,,4,1.586,2560.0,106272403152.0,Microinversor_2
Wilkne,2024-06-04,,1,1.591,2561.0,106272403916.0,Microinversor_3
Wilkne,2024-06-04,,2,1.581,2562.0,106272403916.0,Microinversor_3
Wilkne,2024-06-04,,3,1.576,2563.0,106272403916.0,Microinversor_3
Wilkne,2024-06-04,,4,1.603,2564.0,106272403916.0,Microinversor_3
Wilkne,2024-06-04,,1,0.011,2565.0,106272404964.0,Microinversor_4
Wilkne,2024-06-04,,2,1.694,2566.0,106272404964.0,Microinversor_4
Wilkne,2024-06-04,,3,1.705,2567.0,106272404964.0,Microinversor_4
Wilkne,2024-06-04,,4,1.73,2568.0,106272404964.0,Microinversor_4
Wilkne,2024-08-29,,1,2.216,2569.0,106272403152.0,Microinversor_2
Wilkne,2024-08-29,,2,2.193,2570.0,106272403152.0,Microinversor_2
Wilkne,2024-08-29,,3,2.169,2571.0,106272403152.0,Microinversor_2
Wilkne,2024-08-29,,4,2.186,2572.0,106272403152.0,Microinversor_2
Wilkne,2024-08-29,,1,2.154,2573.0,106272403916.0,Microinversor_3
Wilkne,2024-08-29,,2,2.157,2574.0,106272403916.0,Microinversor_3
Wilkne,2024-08-29,,3,2.157,2575.0,106272403916.0,Microinversor_3
Wilkne,2024-08-29,,4,2.212,2576.0,106272403916.0,Microinversor_3
Wilkne,2024-08-29,,1,0.012,2577.0,106272404964.0,Microinversor_4
Wilkne,2024-08-29,,2,2.312,2578.0,106272404964.0,Microinversor_4
Wilkne,2024-08-29,,3,2.302,2579.0,106272404964.0,Microinversor_4
Wilkne,2024-08-29,,4,2.357,2580.0,106272404964.0,Microinversor_4
Wilkne,2022-04-12,,1,1.813,2581.0,106272403152.0,Microinversor_2
Wilkne,2022-04-12,,2,1.81,2582.0,106272403152.0,Microinversor_2
Wilkne,2022-04-12,,3,1.81,2583.0,106272403152.0,Microinversor_2
Wilkne,2022-04-12,,4,1.816,2584.0,106272403152.0,Microinversor_2
Wilkne,2022-04-12,,1,1.813,2585.0,106272403916.0,Microinversor_3
Wilkne,2022-04-12,,2,1.805,2586.0,106272403916.0,Microinversor_3
Wilkne,2022-04-12,,3,1.79,2587.0,106272403916.0,Microinversor_3
Wilkne,2022-04-12,,4,1.826,2588.0,106272403916.0,Microinversor_3
Wilkne,2022-04-12,,1,0.0,2589.0,116191966583.0,Microinversor_5
Wilkne,2022-04-12,,2,0.0,2590.0,116191966583.0,Microinversor_5
Wilkne,2022-04-12,,3,1.941,2591.0,116191966583.0,Microinversor_5
Wilkne,2022-04-12,,4,1.947,2592.0,116191966583.0,Microinversor_5
Wilkne,2023-05-25,,1,1.714,2593.0,106272403152.0,Microinversor_2
Wilkne,2023-05-25,,2,1.719,2594.0,106272403152.0,Microinversor_2
Wilkne,2023-05-25,,3,1.716,2595.0,106272403152.0,Microinversor_2
Wilkne,2023-05-25,,4,1.731,2596.0,106272403152.0,Microinversor_2
Wilkne,2023-05-25,,1,1.734,2597.0,106272403916.0,Microinversor_3
Wilkne,2023-05-25,,2,1.732,2598.0,106272403916.0,Microinversor_3
Wilkne,2023-05-25,,3,1.713,2599.0,106272403916.0,Microinversor_3
Wilkne,2023-05-25,,4,1.745,2600.0,106272403916.0,Microinversor_3
Wilkne,2023-05-25,,1,0.012,2601.0,116191966583.0,Microinversor_5
Wilkne,2023-05-25,,2,1.859,2602.0,116191966583.0,Microinversor_5
Wilkne,2023-05-25,,3,1.831,2603.0,116191966583.0,Microinversor_5
Wilkne,2023-05-25,,4,1.86,2604.0,116191966583.0,Microinversor_5
Wilkne,2022-04-06,,1,2.11,2605.0,106272403152.0,Microinversor_2
Wilkne,2022-04-06,,2,2.091,2606.0,106272403152.0,Microinversor_2
Wilkne,2022-04-06,,3,2.087,2607.0,106272403152.0,Microinversor_2
Wilkne,2022-04-06,,4,2.091,2608.0,106272403152.0,Microinversor_2
Wilkne,2022-04-06,,1,2.11,2609.0,106272403916.0,Microinversor_3
Wilkne,2022-04-06,,2,2.101,2610.0,106272403916.0,Microinversor_3
Wilkne,2022-04-06,,3,2.088,2611.0,106272403916.0,Microinversor_3
Wilkne,2022-04-06,,4,2.136,2612.0,106272403916.0,Microinversor_3
Wilkne,2022-04-06,,1,0.0,2613.0,116191966583.0,Microinversor_5
Wilkne,2022-04-06,,2,0.0,2614.0,116191966583.0,Microinversor_5
Wilkne,2022-04-06,,3,2.141,2615.0,116191966583.0,Microinversor_5
Wilkne,2022-04-06,,4,2.165,2616.0,116191966583.0,Microinversor_5
Wilkne,2023-05-31,,1,1.903,2617.0,106272403152.0,Microinversor_2
Wilkne,2023-05-31,,2,1.907,2618.0,106272403152.0,Microinversor_2
Wilkne,2023-05-31,,3,1.901,2619.0,106272403152.0,Microinversor_2
Wilkne,2023-05-31,,4,1.915,2620.0,106272403152.0,Microinversor_2
Wilkne,2023-05-31,,1,1.924,2621.0,106272403916.0,Microinversor_3
Wilkne,2023-05-31,,2,1.918,2622.0,106272403916.0,Microinversor_3
Wilkne,2023-05-31,,3,1.903,2623.0,106272403916.0,Microinversor_3
Wilkne,2023-05-31,,4,1.935,2624.0,106272403916.0,Microinversor_3
Wilkne,2023-05-31,,1,0.013,2625.0,116191966583.0,Microinversor_5
Wilkne,2023-05-31,,2,2.195,2626.0,116191966583.0,Microinversor_5
Wilkne,2023-05-31,,3,2.181,2627.0,116191966583.0,Microinversor_5
Wilkne,2023-05-31,,4,2.215,2628.0,116191966583.0,Microinversor_5
Wilkne,2023-05-19,,1,1.553,2629.0,106272403152.0,Microinversor_2
Wilkne,2023-05-19,,2,1.557,2630.0,106272403152.0,Microinversor_2
Wilkne,2023-05-19,,3,1.555,2631.0,106272403152.0,Microinversor_2
Wilkne,2023-05-19,,4,1.568,2632.0,106272403152.0,Microinversor_2
Wilkne,2023-05-19,,1,1.568,2633.0,106272403916.0,Microinversor_3
Wilkne,2023-05-19,,2,1.564,2634.0,106272403916.0,Microinversor_3
Wilkne,2023-05-19,,3,1.55,2635.0,106272403916.0,Microinversor_3
Wilkne,2023-05-19,,4,1.577,2636.0,106272403916.0,Microinversor_3
Wilkne,2023-05-19,,1,0.012,2637.0,116191966583.0,Microinversor_5
Wilkne,2023-05-19,,2,1.671,2638.0,116191966583.0,Microinversor_5
Wilkne,2023-05-19,,3,1.67,2639.0,116191966583.0,Microinversor_5
Wilkne,2023-05-19,,4,1.685,2640.0,116191966583.0,Microinversor_5
Wilkne,2023-02-10,,1,1.509,2641.0,106272403152.0,Microinversor_2
Wilkne,2023-02-10,,2,1.51,2642.0,106272403152.0,Microinversor_2
Wilkne,2023-02-10,,3,1.507,2643.0,106272403152.0,Microinversor_2
Wilkne,2023-02-10,,4,1.522,2644.0,106272403152.0,Microinversor_2
Wilkne,2023-02-10,,1,1.519,2645.0,106272403916.0,Microinversor_3
Wilkne,2023-02-10,,2,1.519,2646.0,106272403916.0,Microinversor_3
Wilkne,2023-02-10,,3,1.499,2647.0,106272403916.0,Microinversor_3
Wilkne,2023-02-10,,4,1.535,2648.0,106272403916.0,Microinversor_3
Wilkne,2023-02-10,,1,0.012,2649.0,106272404964.0,Microinversor_4
Wilkne,2023-02-10,,2,1.411,2650.0,106272404964.0,Microinversor_4
Wilkne,2023-02-10,,3,1.393,2651.0,106272404964.0,Microinversor_4
Wilkne,2023-02-10,,4,1.4,2652.0,106272404964.0,Microinversor_4
Wilkne,2022-03-27,,1,2.104,2653.0,106272403152.0,Microinversor_2
Wilkne,2022-03-27,,2,2.1,2654.0,106272403152.0,Microinversor_2
Wilkne,2022-03-27,,3,2.091,2655.0,106272403152.0,Microinversor_2
Wilkne,2022-03-27,,4,2.105,2656.0,106272403152.0,Microinversor_2
Wilkne,2022-03-27,,1,2.109,2657.0,106272403916.0,Microinversor_3
Wilkne,2022-03-27,,2,2.113,2658.0,106272403916.0,Microinversor_3
Wilkne,2022-03-27,,3,2.09,2659.0,106272403916.0,Microinversor_3
Wilkne,2022-03-27,,4,2.136,2660.0,106272403916.0,Microinversor_3
Wilkne,2022-03-27,,1,0.0,2661.0,116191966583.0,Microinversor_5
Wilkne,2022-03-27,,2,0.0,2662.0,116191966583.0,Microinversor_5
Wilkne,2022-03-27,,3,1.985,2663.0,116191966583.0,Microinversor_5
Wilkne,2022-03-27,,4,2.011,2664.0,116191966583.0,Microinversor_5
Wilkne,2023-02-04,,1,2.282,2665.0,106272403152.0,Microinversor_2
Wilkne,2023-02-04,,2,2.28,2666.0,106272403152.0,Microinversor_2
Wilkne,2023-02-04,,3,2.279,2667.0,106272403152.0,Microinversor_2
Wilkne,2023-02-04,,4,2.302,2668.0,106272403152.0,Microinversor_2
Wilkne,2023-02-04,,1,2.299,2669.0,106272403916.0,Microinversor_3
Wilkne,2023-02-04,,2,2.302,2670.0,106272403916.0,Microinversor_3
Wilkne,2023-02-04,,3,2.268,2671.0,106272403916.0,Microinversor_3
Wilkne,2023-02-04,,4,2.326,2672.0,106272403916.0,Microinversor_3
Wilkne,2023-02-04,,1,0.013,2673.0,106272404964.0,Microinversor_4
Wilkne,2023-02-04,,2,2.129,2674.0,106272404964.0,Microinversor_4
Wilkne,2023-02-04,,3,2.073,2675.0,106272404964.0,Microinversor_4
Wilkne,2023-02-04,,4,2.104,2676.0,106272404964.0,Microinversor_4
Wilkne,2024-11-20,,1,1.941,2677.0,106272403152.0,Microinversor_2
Wilkne,2024-11-20,,2,1.922,2678.0,106272403152.0,Microinversor_2
Wilkne,2024-11-20,,3,1.912,2679.0,106272403152.0,Microinversor_2
Wilkne,2024-11-20,,4,1.952,2680.0,106272403152.0,Microinversor_2
Wilkne,2024-11-20,,1,1.901,2681.0,106272403916.0,Microinversor_3
Wilkne,2024-11-20,,2,1.919,2682.0,106272403916.0,Microinversor_3
Wilkne,2024-11-20,,3,1.89,2683.0,106272403916.0,Microinversor_3
Wilkne,2024-11-20,,4,1.944,2684.0,106272403916.0,Microinversor_3
Wilkne,2024-11-20,,1,0.012,2685.0,106272404964.0,Microinversor_4
Wilkne,2024-11-20,,2,1.844,2686.0,106272404964.0,Microinversor_4
Wilkne,2024-11-20,,3,1.798,2687.0,106272404964.0,Microinversor_4
Wilkne,2024-11-20,,4,1.8,2688.0,106272404964.0,Microinversor_4
Wilkne,2024-11-08,,1,2.126,2689.0,106272403152.0,Microinversor_2
Wilkne,2024-11-08,,2,2.106,2690.0,106272403152.0,Microinversor_2
Wilkne,2024-11-08,,3,2.096,2691.0,106272403152.0,Microinversor_2
Wilkne,2024-11-08,,4,2.135,2692.0,106272403152.0,Microinversor_2
Wilkne,2024-11-08,,1,2.085,2693.0,106272403916.0,Microinversor_3
Wilkne,2024-11-08,,2,2.1,2694.0,106272403916.0,Microinversor_3
Wilkne,2024-11-08,,3,2.071,2695.0,106272403916.0,Microinversor_3
Wilkne,2024-11-08,,4,2.13,2696.0,106272403916.0,Microinversor_3
Wilkne,2024-11-08,,1,0.012,2697.0,106272404964.0,Microinversor_4
Wilkne,2024-11-08,,2,2.064,2698.0,106272404964.0,Microinversor_4
Wilkne,2024-11-08,,3,2.013,2699.0,106272404964.0,Microinversor_4
Wilkne,2024-11-08,,4,2.021,2700.0,106272404964.0,Microinversor_4
Wilkne,2024-11-22,,1,1.996,2701.0,106272403152.0,Microinversor_2
Wilkne,2024-11-22,,2,1.976,2702.0,106272403152.0,Microinversor_2
Wilkne,2024-11-22,,3,1.968,2703.0,106272403152.0,Microinversor_2
Wilkne,2024-11-22,,4,2.007,2704.0,106272403152.0,Microinversor_2
Wilkne,2024-11-22,,1,1.962,2705.0,106272403916.0,Microinversor_3
Wilkne,2024-11-22,,2,1.977,2706.0,106272403916.0,Microinversor_3
Wilkne,2024-11-22,,3,1.946,2707.0,106272403916.0,Microinversor_3
Wilkne,2024-11-22,,4,2.0,2708.0,106272403916.0,Microinversor_3
Wilkne,2024-11-22,,1,0.012,2709.0,106272404964.0,Microinversor_4
Wilkne,2024-11-22,,2,2.006,2710.0,106272404964.0,Microinversor_4
Wilkne,2024-11-22,,3,1.958,2711.0,106272404964.0,Microinversor_4
Wilkne,2024-11-22,,4,1.962,2712.0,106272404964.0,Microinversor_4
Wilkne,2022-03-25,,1,2.199,2713.0,106272403152.0,Microinversor_2
Wilkne,2022-03-25,,2,2.171,2714.0,106272403152.0,Microinversor_2
Wilkne,2022-03-25,,3,2.173,2715.0,106272403152.0,Microinversor_2
Wilkne,2022-03-25,,4,2.176,2716.0,106272403152.0,Microinversor_2
Wilkne,2022-03-25,,1,2.203,2717.0,106272403916.0,Microinversor_3
Wilkne,2022-03-25,,2,2.191,2718.0,106272403916.0,Microinversor_3
Wilkne,2022-03-25,,3,2.171,2719.0,106272403916.0,Microinversor_3
Wilkne,2022-03-25,,4,2.23,2720.0,106272403916.0,Microinversor_3
Wilkne,2022-03-25,,1,0.0,2721.0,116191966583.0,Microinversor_5
Wilkne,2022-03-25,,2,0.0,2722.0,116191966583.0,Microinversor_5
Wilkne,2022-03-25,,3,2.261,2723.0,116191966583.0,Microinversor_5
Wilkne,2022-03-25,,4,2.314,2724.0,116191966583.0,Microinversor_5
Wilkne,2023-02-12,,1,2.372,2725.0,106272403152.0,Microinversor_2
Wilkne,2023-02-12,,2,2.365,2726.0,106272403152.0,Microinversor_2
Wilkne,2023-02-12,,3,2.365,2727.0,106272403152.0,Microinversor_2
Wilkne,2023-02-12,,4,2.383,2728.0,106272403152.0,Microinversor_2
Wilkne,2023-02-12,,1,2.334,2729.0,106272403916.0,Microinversor_3
Wilkne,2023-02-12,,2,2.34,2730.0,106272403916.0,Microinversor_3
Wilkne,2023-02-12,,3,2.297,2731.0,106272403916.0,Microinversor_3
Wilkne,2023-02-12,,4,2.375,2732.0,106272403916.0,Microinversor_3
Wilkne,2023-02-12,,1,0.014,2733.0,106272404964.0,Microinversor_4
Wilkne,2023-02-12,,2,2.197,2734.0,106272404964.0,Microinversor_4
Wilkne,2023-02-12,,3,2.168,2735.0,106272404964.0,Microinversor_4
Wilkne,2023-02-12,,4,2.187,2736.0,106272404964.0,Microinversor_4
Wilkne,2022-03-31,,1,1.815,2737.0,106272403152.0,Microinversor_2
Wilkne,2022-03-31,,2,1.811,2738.0,106272403152.0,Microinversor_2
Wilkne,2022-03-31,,3,1.814,2739.0,106272403152.0,Microinversor_2
Wilkne,2022-03-31,,4,1.823,2740.0,106272403152.0,Microinversor_2
Wilkne,2022-03-31,,1,1.834,2741.0,106272403916.0,Microinversor_3
Wilkne,2022-03-31,,2,1.83,2742.0,106272403916.0,Microinversor_3
Wilkne,2022-03-31,,3,1.81,2743.0,106272403916.0,Microinversor_3
Wilkne,2022-03-31,,4,1.842,2744.0,106272403916.0,Microinversor_3
Wilkne,2022-03-31,,1,0.0,2745.0,116191966583.0,Microinversor_5
Wilkne,2022-03-31,,2,0.0,2746.0,116191966583.0,Microinversor_5
Wilkne,2022-03-31,,3,1.871,2747.0,116191966583.0,Microinversor_5
Wilkne,2022-03-31,,4,1.882,2748.0,116191966583.0,Microinversor_5
Wilkne,2023-02-06,,1,1.972,2749.0,106272403152.0,Microinversor_2
Wilkne,2023-02-06,,2,1.955,2750.0,106272403152.0,Microinversor_2
Wilkne,2023-02-06,,3,1.955,2751.0,106272403152.0,Microinversor_2
Wilkne,2023-02-06,,4,1.976,2752.0,106272403152.0,Microinversor_2
Wilkne,2023-02-06,,1,1.92,2753.0,106272403916.0,Microinversor_3
Wilkne,2023-02-06,,2,1.933,2754.0,106272403916.0,Microinversor_3
Wilkne,2023-02-06,,3,1.875,2755.0,106272403916.0,Microinversor_3
Wilkne,2023-02-06,,4,1.977,2756.0,106272403916.0,Microinversor_3
Wilkne,2023-02-06,,1,0.013,2757.0,106272404964.0,Microinversor_4
Wilkne,2023-02-06,,2,1.881,2758.0,106272404964.0,Microinversor_4
Wilkne,2023-02-06,,3,1.814,2759.0,106272404964.0,Microinversor_4
Wilkne,2023-02-06,,4,1.845,2760.0,106272404964.0,Microinversor_4
Wilkne,2022-03-19,,1,2.51,2761.0,106272403152.0,Microinversor_2
Wilkne,2022-03-19,,2,2.487,2762.0,106272403152.0,Microinversor_2
Wilkne,2022-03-19,,3,2.483,2763.0,106272403152.0,Microinversor_2
Wilkne,2022-03-19,,4,2.488,2764.0,106272403152.0,Microinversor_2
Wilkne,2022-03-19,,1,2.506,2765.0,106272403916.0,Microinversor_3
Wilkne,2022-03-19,,2,2.495,2766.0,106272403916.0,Microinversor_3
Wilkne,2022-03-19,,3,2.478,2767.0,106272403916.0,Microinversor_3
Wilkne,2022-03-19,,4,2.541,2768.0,106272403916.0,Microinversor_3
Wilkne,2022-03-19,,1,0.0,2769.0,116191966583.0,Microinversor_5
Wilkne,2022-03-19,,2,0.0,2770.0,116191966583.0,Microinversor_5
Wilkne,2022-03-19,,3,2.421,2771.0,116191966583.0,Microinversor_5
Wilkne,2022-03-19,,4,2.445,2772.0,116191966583.0,Microinversor_5
Wilkne,2023-05-27,,1,2.057,2773.0,106272403152.0,Microinversor_2
Wilkne,2023-05-27,,2,2.065,2774.0,106272403152.0,Microinversor_2
Wilkne,2023-05-27,,3,2.058,2775.0,106272403152.0,Microinversor_2
Wilkne,2023-05-27,,4,2.077,2776.0,106272403152.0,Microinversor_2
Wilkne,2023-05-27,,1,2.078,2777.0,106272403916.0,Microinversor_3
Wilkne,2023-05-27,,2,2.075,2778.0,106272403916.0,Microinversor_3
Wilkne,2023-05-27,,3,2.058,2779.0,106272403916.0,Microinversor_3
Wilkne,2023-05-27,,4,2.092,2780.0,106272403916.0,Microinversor_3
Wilkne,2023-05-27,,1,0.013,2781.0,116191966583.0,Microinversor_5
Wilkne,2023-05-27,,2,2.319,2782.0,116191966583.0,Microinversor_5
Wilkne,2023-05-27,,3,2.297,2783.0,116191966583.0,Microinversor_5
Wilkne,2023-05-27,,4,2.328,2784.0,116191966583.0,Microinversor_5
Wilkne,2022-04-10,,1,2.293,2785.0,106272403152.0,Microinversor_2
Wilkne,2022-04-10,,2,2.279,2786.0,106272403152.0,Microinversor_2
Wilkne,2022-04-10,,3,2.273,2787.0,106272403152.0,Microinversor_2
Wilkne,2022-04-10,,4,2.279,2788.0,106272403152.0,Microinversor_2
Wilkne,2022-04-10,,1,2.301,2789.0,106272403916.0,Microinversor_3
Wilkne,2022-04-10,,2,2.293,2790.0,106272403916.0,Microinversor_3
Wilkne,2022-04-10,,3,2.279,2791.0,106272403916.0,Microinversor_3
Wilkne,2022-04-10,,4,2.328,2792.0,106272403916.0,Microinversor_3
Wilkne,2022-04-10,,1,0.0,2793.0,116191966583.0,Microinversor_5
