Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-16,106272403152,1,2.129
Wilkne,2024-01-16,106272403152,2,2.133
Wilkne,2024-01-16,106272403152,3,2.134
Wilkne,2024-01-16,106272403152,4,2.158
Wilkne,2024-01-16,106272403916,1,2.149
Wilkne,2024-01-16,106272403916,2,2.151
Wilkne,2024-01-16,106272403916,3,2.117
Wilkne,2024-01-16,106272403916,4,2.167
Wilkne,2024-01-16,106272404964,1,0.013
Wilkne,2024-01-16,106272404964,2,2
Wilkne,2024-01-16,106272404964,3,1.957
Wilkne,2024-01-16,106272404964,4,1.985
