Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-28,106272403152,1,1.797
Wilkne,2024-05-28,106272403152,2,1.799
Wilkne,2024-05-28,106272403152,3,1.784
Wilkne,2024-05-28,106272403152,4,1.789
Wilkne,2024-05-28,106272403916,1,1.798
Wilkne,2024-05-28,106272403916,2,1.785
Wilkne,2024-05-28,106272403916,3,1.785
Wilkne,2024-05-28,106272403916,4,1.819
Wilkne,2024-05-28,106272404964,1,0.011
Wilkne,2024-05-28,106272404964,2,1.844
Wilkne,2024-05-28,106272404964,3,1.84
Wilkne,2024-05-28,106272404964,4,1.866
