Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-03,106272403152,1,1.573
Wilkne,2024-05-03,106272403152,2,1.58
Wilkne,2024-05-03,106272403152,3,1.57
Wilkne,2024-05-03,106272403152,4,1.583
Wilkne,2024-05-03,106272403916,1,1.579
Wilkne,2024-05-03,106272403916,2,1.574
Wilkne,2024-05-03,106272403916,3,1.565
Wilkne,2024-05-03,106272403916,4,1.594
Wilkne,2024-05-03,106272404964,1,0.011
Wilkne,2024-05-03,106272404964,2,1.58
Wilkne,2024-05-03,106272404964,3,1.58
Wilkne,2024-05-03,106272404964,4,1.596
