Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-12,106272403152,1,2.295
Wilkne,2024-12-12,106272403152,2,2.308
Wilkne,2024-12-12,106272403152,3,2.303
Wilkne,2024-12-12,106272403152,4,2.337
Wilkne,2024-12-12,106272403916,1,2.319
Wilkne,2024-12-12,106272403916,2,2.321
Wilkne,2024-12-12,106272403916,3,2.285
Wilkne,2024-12-12,106272403916,4,2.341
Wilkne,2024-12-12,106272404964,1,0.013
Wilkne,2024-12-12,106272404964,2,2.141
Wilkne,2024-12-12,106272404964,3,2.095
Wilkne,2024-12-12,106272404964,4,2.137
