Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-28,106272403152,1,2.255
Wilkne,2024-12-28,106272403152,2,2.259
Wilkne,2024-12-28,106272403152,3,2.254
Wilkne,2024-12-28,106272403152,4,2.284
Wilkne,2024-12-28,106272403916,1,2.272
Wilkne,2024-12-28,106272403916,2,2.269
Wilkne,2024-12-28,106272403916,3,2.24
Wilkne,2024-12-28,106272403916,4,2.294
Wilkne,2024-12-28,106272404964,1,0.012
Wilkne,2024-12-28,106272404964,2,2.052
Wilkne,2024-12-28,106272404964,3,2.021
Wilkne,2024-12-28,106272404964,4,2.053
