Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-31,106272403152,1,2.601
Wilkne,2024-01-31,106272403152,2,2.606
Wilkne,2024-01-31,106272403152,3,2.62
Wilkne,2024-01-31,106272403152,4,2.649
Wilkne,2024-01-31,106272403916,1,2.615
Wilkne,2024-01-31,106272403916,2,2.615
Wilkne,2024-01-31,106272403916,3,2.57
Wilkne,2024-01-31,106272403916,4,2.63
Wilkne,2024-01-31,106272404964,1,0.014
Wilkne,2024-01-31,106272404964,2,2.425
Wilkne,2024-01-31,106272404964,3,2.385
Wilkne,2024-01-31,106272404964,4,2.424
