Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-27,106272403152,1,0.876
Wilkne,2024-03-27,106272403152,2,0.885
Wilkne,2024-03-27,106272403152,3,0.884
Wilkne,2024-03-27,106272403152,4,0.892
Wilkne,2024-03-27,106272403916,1,0.888
Wilkne,2024-03-27,106272403916,2,0.883
Wilkne,2024-03-27,106272403916,3,0.874
Wilkne,2024-03-27,106272403916,4,0.891
Wilkne,2024-03-27,106272404964,1,0.01
Wilkne,2024-03-27,106272404964,2,0.925
Wilkne,2024-03-27,106272404964,3,0.939
Wilkne,2024-03-27,106272404964,4,0.939
