Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-25,106272403152,1,2.023
Wilkne,2024-05-25,106272403152,2,2.022
Wilkne,2024-05-25,106272403152,3,2.008
Wilkne,2024-05-25,106272403152,4,2.015
Wilkne,2024-05-25,106272403916,1,2.026
Wilkne,2024-05-25,106272403916,2,2.013
Wilkne,2024-05-25,106272403916,3,2.01
Wilkne,2024-05-25,106272403916,4,2.046
Wilkne,2024-05-25,106272404964,1,0.012
Wilkne,2024-05-25,106272404964,2,2.227
Wilkne,2024-05-25,106272404964,3,2.23
Wilkne,2024-05-25,106272404964,4,2.268
