Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-13,106272403152,1,2.361
Wilkne,2024-12-13,106272403152,2,2.369
Wilkne,2024-12-13,106272403152,3,2.362
Wilkne,2024-12-13,106272403152,4,2.398
Wilkne,2024-12-13,106272403916,1,2.378
Wilkne,2024-12-13,106272403916,2,2.383
Wilkne,2024-12-13,106272403916,3,2.344
Wilkne,2024-12-13,106272403916,4,2.407
Wilkne,2024-12-13,106272404964,1,0.012
Wilkne,2024-12-13,106272404964,2,2.139
Wilkne,2024-12-13,106272404964,3,2.078
Wilkne,2024-12-13,106272404964,4,2.121
