Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-31,106272403152,1,2.467
Wilkne,2025-01-31,106272403152,2,2.472
Wilkne,2025-01-31,106272403152,3,2.484
Wilkne,2025-01-31,106272403152,4,2.516
Wilkne,2025-01-31,106272403916,1,2.477
Wilkne,2025-01-31,106272403916,2,2.479
Wilkne,2025-01-31,106272403916,3,2.433
Wilkne,2025-01-31,106272403916,4,2.493
Wilkne,2025-01-31,106272404964,1,0.014
Wilkne,2025-01-31,106272404964,2,2.391
Wilkne,2025-01-31,106272404964,3,2.353
Wilkne,2025-01-31,106272404964,4,2.402
