Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-14,106272403152,1,1.877
Wilkne,2024-03-14,106272403152,2,1.867
Wilkne,2024-03-14,106272403152,3,1.858
Wilkne,2024-03-14,106272403152,4,1.875
Wilkne,2024-03-14,106272403916,1,1.875
Wilkne,2024-03-14,106272403916,2,1.871
Wilkne,2024-03-14,106272403916,3,1.85
Wilkne,2024-03-14,106272403916,4,1.908
Wilkne,2024-03-14,106272404964,1,0.012
Wilkne,2024-03-14,106272404964,2,1.79
Wilkne,2024-03-14,106272404964,3,1.722
Wilkne,2024-03-14,106272404964,4,1.771
