Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-28,106272403152,1,2.095
Wilkne,2024-03-28,106272403152,2,2.08
Wilkne,2024-03-28,106272403152,3,2.079
Wilkne,2024-03-28,106272403152,4,2.094
Wilkne,2024-03-28,106272403916,1,2.088
Wilkne,2024-03-28,106272403916,2,2.076
Wilkne,2024-03-28,106272403916,3,2.051
Wilkne,2024-03-28,106272403916,4,2.12
Wilkne,2024-03-28,106272404964,1,0.013
Wilkne,2024-03-28,106272404964,2,2.111
Wilkne,2024-03-28,106272404964,3,2.048
Wilkne,2024-03-28,106272404964,4,2.104
