Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-03,106272403152,1,2.21
Wilkne,2024-01-03,106272403152,2,2.219
Wilkne,2024-01-03,106272403152,3,2.227
Wilkne,2024-01-03,106272403152,4,2.252
Wilkne,2024-01-03,106272403916,1,2.243
Wilkne,2024-01-03,106272403916,2,2.238
Wilkne,2024-01-03,106272403916,3,2.2
Wilkne,2024-01-03,106272403916,4,2.251
Wilkne,2024-01-03,106272404964,1,0.012
Wilkne,2024-01-03,106272404964,2,2.122
Wilkne,2024-01-03,106272404964,3,2.079
Wilkne,2024-01-03,106272404964,4,2.106
