Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-03,106272403152,1,1.908
Wilkne,2024-03-03,106272403152,2,1.913
Wilkne,2024-03-03,106272403152,3,1.913
Wilkne,2024-03-03,106272403152,4,1.924
Wilkne,2024-03-03,106272403916,1,1.889
Wilkne,2024-03-03,106272403916,2,1.881
Wilkne,2024-03-03,106272403916,3,1.855
Wilkne,2024-03-03,106272403916,4,1.905
Wilkne,2024-03-03,106272404964,1,0.012
Wilkne,2024-03-03,106272404964,2,1.903
Wilkne,2024-03-03,106272404964,3,1.877
Wilkne,2024-03-03,106272404964,4,1.898
