Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-09,106272403152,1,1.881
Wilkne,2024-12-09,106272403152,2,1.884
Wilkne,2024-12-09,106272403152,3,1.883
Wilkne,2024-12-09,106272403152,4,1.898
Wilkne,2024-12-09,106272403916,1,1.861
Wilkne,2024-12-09,106272403916,2,1.857
Wilkne,2024-12-09,106272403916,3,1.828
Wilkne,2024-12-09,106272403916,4,1.885
Wilkne,2024-12-09,106272404964,1,0.012
Wilkne,2024-12-09,106272404964,2,1.767
Wilkne,2024-12-09,106272404964,3,1.743
Wilkne,2024-12-09,106272404964,4,1.771
