Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-11,106272403152,1,2.061
Wilkne,2024-04-11,106272403152,2,2.067
Wilkne,2024-04-11,106272403152,3,2.071
Wilkne,2024-04-11,106272403152,4,2.092
Wilkne,2024-04-11,106272403916,1,2.093
Wilkne,2024-04-11,106272403916,2,2.088
Wilkne,2024-04-11,106272403916,3,2.059
Wilkne,2024-04-11,106272403916,4,2.1
Wilkne,2024-04-11,106272404964,1,0.013
Wilkne,2024-04-11,106272404964,2,2.189
Wilkne,2024-04-11,106272404964,3,2.156
Wilkne,2024-04-11,106272404964,4,2.204
