Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-02-10,106272403152,1,2.091
Wilkne,2024-02-10,106272403152,2,2.097
Wilkne,2024-02-10,106272403152,3,2.1
Wilkne,2024-02-10,106272403152,4,2.125
Wilkne,2024-02-10,106272403916,1,2.12
Wilkne,2024-02-10,106272403916,2,2.117
Wilkne,2024-02-10,106272403916,3,2.089
Wilkne,2024-02-10,106272403916,4,2.13
Wilkne,2024-02-10,106272404964,1,0.012
Wilkne,2024-02-10,106272404964,2,1.931
Wilkne,2024-02-10,106272404964,3,1.904
Wilkne,2024-02-10,106272404964,4,1.932
