Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-26,106272403152,1,2.286
Wilkne,2024-03-26,106272403152,2,2.279
Wilkne,2024-03-26,106272403152,3,2.276
Wilkne,2024-03-26,106272403152,4,2.302
Wilkne,2024-03-26,106272403916,1,2.299
Wilkne,2024-03-26,106272403916,2,2.29
Wilkne,2024-03-26,106272403916,3,2.262
Wilkne,2024-03-26,106272403916,4,2.32
Wilkne,2024-03-26,106272404964,1,0.014
Wilkne,2024-03-26,106272404964,2,2.327
Wilkne,2024-03-26,106272404964,3,2.293
Wilkne,2024-03-26,106272404964,4,2.35
