Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-15,106272403152,1,2.002
Wilkne,2024-05-15,106272403152,2,2.004
Wilkne,2024-05-15,106272403152,3,1.995
Wilkne,2024-05-15,106272403152,4,2.009
Wilkne,2024-05-15,106272403916,1,2.017
Wilkne,2024-05-15,106272403916,2,2.008
Wilkne,2024-05-15,106272403916,3,1.997
Wilkne,2024-05-15,106272403916,4,2.033
Wilkne,2024-05-15,106272404964,1,0.013
Wilkne,2024-05-15,106272404964,2,2.181
Wilkne,2024-05-15,106272404964,3,2.172
Wilkne,2024-05-15,106272404964,4,2.212
