Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-24,106272403152,1,2.283
Wilkne,2025-01-24,106272403152,2,2.29
Wilkne,2025-01-24,106272403152,3,2.289
Wilkne,2025-01-24,106272403152,4,2.321
Wilkne,2025-01-24,106272403916,1,2.28
Wilkne,2025-01-24,106272403916,2,2.286
Wilkne,2025-01-24,106272403916,3,2.245
Wilkne,2025-01-24,106272403916,4,2.303
Wilkne,2025-01-24,106272404964,1,0.013
Wilkne,2025-01-24,106272404964,2,2.192
Wilkne,2025-01-24,106272404964,3,2.145
Wilkne,2025-01-24,106272404964,4,2.189
