Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-20,106272403152,1,0.391
Wilkne,2024-04-20,106272403152,2,0.396
Wilkne,2024-04-20,106272403152,3,0.392
Wilkne,2024-04-20,106272403152,4,0.394
Wilkne,2024-04-20,106272403916,1,0.394
Wilkne,2024-04-20,106272403916,2,0.393
Wilkne,2024-04-20,106272403916,3,0.389
Wilkne,2024-04-20,106272403916,4,0.398
Wilkne,2024-04-20,106272404964,1,0.009
Wilkne,2024-04-20,106272404964,2,0.376
Wilkne,2024-04-20,106272404964,3,0.394
Wilkne,2024-04-20,106272404964,4,0.386
