Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-02-27,106272403152,1,1.889
Wilkne,2025-02-27,106272403152,2,1.879
Wilkne,2025-02-27,106272403152,3,1.88
Wilkne,2025-02-27,106272403152,4,1.893
Wilkne,2025-02-27,106272403916,1,1.898
Wilkne,2025-02-27,106272403916,2,1.885
Wilkne,2025-02-27,106272403916,3,1.866
Wilkne,2025-02-27,106272403916,4,1.921
Wilkne,2025-02-27,106272404964,1,0.004
Wilkne,2025-02-27,106272404964,2,0.68
Wilkne,2025-02-27,106272404964,3,0.675
Wilkne,2025-02-27,106272404964,4,0.683
