Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-06,106272403152,1,1.94
Wilkne,2024-05-06,106272403152,2,1.941
Wilkne,2024-05-06,106272403152,3,1.93
Wilkne,2024-05-06,106272403152,4,1.945
Wilkne,2024-05-06,106272403916,1,1.952
Wilkne,2024-05-06,106272403916,2,1.943
Wilkne,2024-05-06,106272403916,3,1.933
Wilkne,2024-05-06,106272403916,4,1.969
Wilkne,2024-05-06,106272404964,1,0.012
Wilkne,2024-05-06,106272404964,2,2.103
Wilkne,2024-05-06,106272404964,3,2.092
Wilkne,2024-05-06,106272404964,4,2.132
