Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-24,106272403152,1,1.27
Wilkne,2024-01-24,106272403152,2,1.275
Wilkne,2024-01-24,106272403152,3,1.274
Wilkne,2024-01-24,106272403152,4,1.284
Wilkne,2024-01-24,106272403916,1,1.278
Wilkne,2024-01-24,106272403916,2,1.273
Wilkne,2024-01-24,106272403916,3,1.26
Wilkne,2024-01-24,106272403916,4,1.284
Wilkne,2024-01-24,106272404964,1,0.011
Wilkne,2024-01-24,106272404964,2,1.201
Wilkne,2024-01-24,106272404964,3,1.209
Wilkne,2024-01-24,106272404964,4,1.209
