Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-17,106272403152,1,2.309
Wilkne,2024-12-17,106272403152,2,2.319
Wilkne,2024-12-17,106272403152,3,2.321
Wilkne,2024-12-17,106272403152,4,2.344
Wilkne,2024-12-17,106272403916,1,2.338
Wilkne,2024-12-17,106272403916,2,2.333
Wilkne,2024-12-17,106272403916,3,2.302
Wilkne,2024-12-17,106272403916,4,2.345
Wilkne,2024-12-17,106272404964,1,0.012
Wilkne,2024-12-17,106272404964,2,2.078
Wilkne,2024-12-17,106272404964,3,2.047
Wilkne,2024-12-17,106272404964,4,2.074
