Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-02-11,106272403152,1,2.244
Wilkne,2024-02-11,106272403152,2,2.241
Wilkne,2024-02-11,106272403152,3,2.246
Wilkne,2024-02-11,106272403152,4,2.267
Wilkne,2024-02-11,106272403916,1,2.252
Wilkne,2024-02-11,106272403916,2,2.245
Wilkne,2024-02-11,106272403916,3,2.213
Wilkne,2024-02-11,106272403916,4,2.273
Wilkne,2024-02-11,106272404964,1,0.013
Wilkne,2024-02-11,106272404964,2,2.25
Wilkne,2024-02-11,106272404964,3,2.213
Wilkne,2024-02-11,106272404964,4,2.253
