Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-15,106272403152,1,1.773
Wilkne,2024-03-15,106272403152,2,1.784
Wilkne,2024-03-15,106272403152,3,1.79
Wilkne,2024-03-15,106272403152,4,1.817
Wilkne,2024-03-15,106272403916,1,1.812
Wilkne,2024-03-15,106272403916,2,1.812
Wilkne,2024-03-15,106272403916,3,1.781
Wilkne,2024-03-15,106272403916,4,1.814
Wilkne,2024-03-15,106272404964,1,0.012
Wilkne,2024-03-15,106272404964,2,1.987
Wilkne,2024-03-15,106272404964,3,1.932
Wilkne,2024-03-15,106272404964,4,1.983
