Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-22,106272403152,1,1.686
Wilkne,2024-01-22,106272403152,2,1.694
Wilkne,2024-01-22,106272403152,3,1.696
Wilkne,2024-01-22,106272403152,4,1.711
Wilkne,2024-01-22,106272403916,1,1.699
Wilkne,2024-01-22,106272403916,2,1.695
Wilkne,2024-01-22,106272403916,3,1.671
Wilkne,2024-01-22,106272403916,4,1.71
Wilkne,2024-01-22,106272404964,1,0.012
Wilkne,2024-01-22,106272404964,2,1.702
Wilkne,2024-01-22,106272404964,3,1.674
Wilkne,2024-01-22,106272404964,4,1.691
