Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-23,106272403152,1,1.836
Wilkne,2024-01-23,106272403152,2,1.846
Wilkne,2024-01-23,106272403152,3,1.85
Wilkne,2024-01-23,106272403152,4,1.867
Wilkne,2024-01-23,106272403916,1,1.858
Wilkne,2024-01-23,106272403916,2,1.848
Wilkne,2024-01-23,106272403916,3,1.822
Wilkne,2024-01-23,106272403916,4,1.867
Wilkne,2024-01-23,106272404964,1,0.012
Wilkne,2024-01-23,106272404964,2,1.933
Wilkne,2024-01-23,106272404964,3,1.879
Wilkne,2024-01-23,106272404964,4,1.899
