Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-31,106272403152,1,2.351
Wilkne,2024-12-31,106272403152,2,2.358
Wilkne,2024-12-31,106272403152,3,2.359
Wilkne,2024-12-31,106272403152,4,2.379
Wilkne,2024-12-31,106272403916,1,2.372
Wilkne,2024-12-31,106272403916,2,2.361
Wilkne,2024-12-31,106272403916,3,2.335
Wilkne,2024-12-31,106272403916,4,2.384
Wilkne,2024-12-31,106272404964,1,0.012
Wilkne,2024-12-31,106272404964,2,2.16
Wilkne,2024-12-31,106272404964,3,2.129
Wilkne,2024-12-31,106272404964,4,2.157
