Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-05,106272403152,1,1.946
Wilkne,2025-01-05,106272403152,2,1.953
Wilkne,2025-01-05,106272403152,3,1.954
Wilkne,2025-01-05,106272403152,4,1.967
Wilkne,2025-01-05,106272403916,1,1.965
Wilkne,2025-01-05,106272403916,2,1.956
Wilkne,2025-01-05,106272403916,3,1.935
Wilkne,2025-01-05,106272403916,4,1.972
Wilkne,2025-01-05,106272404964,1,0.012
Wilkne,2025-01-05,106272404964,2,1.832
Wilkne,2025-01-05,106272404964,3,1.817
Wilkne,2025-01-05,106272404964,4,1.836
