Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-06,106272403152,1,1.671
Wilkne,2025-01-06,106272403152,2,1.676
Wilkne,2025-01-06,106272403152,3,1.674
Wilkne,2025-01-06,106272403152,4,1.688
Wilkne,2025-01-06,106272403916,1,1.682
Wilkne,2025-01-06,106272403916,2,1.677
Wilkne,2025-01-06,106272403916,3,1.659
Wilkne,2025-01-06,106272403916,4,1.693
Wilkne,2025-01-06,106272404964,1,0.012
Wilkne,2025-01-06,106272404964,2,1.535
Wilkne,2025-01-06,106272404964,3,1.53
Wilkne,2025-01-06,106272404964,4,1.541
