Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-02-02,106272403152,1,2.367
Wilkne,2024-02-02,106272403152,2,2.371
Wilkne,2024-02-02,106272403152,3,2.372
Wilkne,2024-02-02,106272403152,4,2.396
Wilkne,2024-02-02,106272403916,1,2.359
Wilkne,2024-02-02,106272403916,2,2.363
Wilkne,2024-02-02,106272403916,3,2.326
Wilkne,2024-02-02,106272403916,4,2.385
Wilkne,2024-02-02,106272404964,1,0.013
Wilkne,2024-02-02,106272404964,2,2.162
Wilkne,2024-02-02,106272404964,3,2.125
Wilkne,2024-02-02,106272404964,4,2.154
