Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-14,106272403152,1,1.427
Wilkne,2024-12-14,106272403152,2,1.433
Wilkne,2024-12-14,106272403152,3,1.431
Wilkne,2024-12-14,106272403152,4,1.445
Wilkne,2024-12-14,106272403916,1,1.438
Wilkne,2024-12-14,106272403916,2,1.433
Wilkne,2024-12-14,106272403916,3,1.417
Wilkne,2024-12-14,106272403916,4,1.449
Wilkne,2024-12-14,106272404964,1,0.011
Wilkne,2024-12-14,106272404964,2,1.326
Wilkne,2024-12-14,106272404964,3,1.318
Wilkne,2024-12-14,106272404964,4,1.329
