Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-20,106272403152,1,2.635
Wilkne,2024-01-20,106272403152,2,2.638
Wilkne,2024-01-20,106272403152,3,2.649
Wilkne,2024-01-20,106272403152,4,2.667
Wilkne,2024-01-20,106272403916,1,2.673
Wilkne,2024-01-20,106272403916,2,2.664
Wilkne,2024-01-20,106272403916,3,2.628
Wilkne,2024-01-20,106272403916,4,2.677
Wilkne,2024-01-20,106272404964,1,0.013
Wilkne,2024-01-20,106272404964,2,2.461
Wilkne,2024-01-20,106272404964,3,2.413
Wilkne,2024-01-20,106272404964,4,2.447
