Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-07,106272403152,1,1.961
Wilkne,2024-05-07,106272403152,2,1.961
Wilkne,2024-05-07,106272403152,3,1.949
Wilkne,2024-05-07,106272403152,4,1.962
Wilkne,2024-05-07,106272403916,1,1.972
Wilkne,2024-05-07,106272403916,2,1.962
Wilkne,2024-05-07,106272403916,3,1.953
Wilkne,2024-05-07,106272403916,4,1.992
Wilkne,2024-05-07,106272404964,1,0.012
Wilkne,2024-05-07,106272404964,2,2.079
Wilkne,2024-05-07,106272404964,3,2.075
Wilkne,2024-05-07,106272404964,4,2.112
