Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-21,106272403152,1,2.417
Wilkne,2024-03-21,106272403152,2,2.415
Wilkne,2024-03-21,106272403152,3,2.416
Wilkne,2024-03-21,106272403152,4,2.441
Wilkne,2024-03-21,106272403916,1,2.401
Wilkne,2024-03-21,106272403916,2,2.403
Wilkne,2024-03-21,106272403916,3,2.363
Wilkne,2024-03-21,106272403916,4,2.43
Wilkne,2024-03-21,106272404964,1,0.015
Wilkne,2024-03-21,106272404964,2,2.483
Wilkne,2024-03-21,106272404964,3,2.441
Wilkne,2024-03-21,106272404964,4,2.5
