Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-04,106272403152,1,1.755
Wilkne,2024-04-04,106272403152,2,1.749
Wilkne,2024-04-04,106272403152,3,1.742
Wilkne,2024-04-04,106272403152,4,1.754
Wilkne,2024-04-04,106272403916,1,1.743
Wilkne,2024-04-04,106272403916,2,1.737
Wilkne,2024-04-04,106272403916,3,1.718
Wilkne,2024-04-04,106272403916,4,1.772
Wilkne,2024-04-04,106272404964,1,0.012
Wilkne,2024-04-04,106272404964,2,1.697
Wilkne,2024-04-04,106272404964,3,1.665
Wilkne,2024-04-04,106272404964,4,1.703
