Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-02-20,106272403152,1,1.91
Wilkne,2025-02-20,106272403152,2,1.912
Wilkne,2025-02-20,106272403152,3,1.898
Wilkne,2025-02-20,106272403152,4,1.923
Wilkne,2025-02-20,106272403916,1,1.887
Wilkne,2025-02-20,106272403916,2,1.894
Wilkne,2025-02-20,106272403916,3,1.868
Wilkne,2025-02-20,106272403916,4,1.921
Wilkne,2025-02-20,106272404964,1,0.012
Wilkne,2025-02-20,106272404964,2,1.694
Wilkne,2025-02-20,106272404964,3,1.655
Wilkne,2025-02-20,106272404964,4,1.685
