Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-01,106272403152,1,1.861
Wilkne,2024-05-01,106272403152,2,1.864
Wilkne,2024-05-01,106272403152,3,1.859
Wilkne,2024-05-01,106272403152,4,1.874
Wilkne,2024-05-01,106272403916,1,1.884
Wilkne,2024-05-01,106272403916,2,1.874
Wilkne,2024-05-01,106272403916,3,1.861
Wilkne,2024-05-01,106272403916,4,1.895
Wilkne,2024-05-01,106272404964,1,0.013
Wilkne,2024-05-01,106272404964,2,2.069
Wilkne,2024-05-01,106272404964,3,2.062
Wilkne,2024-05-01,106272404964,4,2.104
