Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-29,106272403152,1,1.489
Wilkne,2024-05-29,106272403152,2,1.496
Wilkne,2024-05-29,106272403152,3,1.49
Wilkne,2024-05-29,106272403152,4,1.501
Wilkne,2024-05-29,106272403916,1,1.505
Wilkne,2024-05-29,106272403916,2,1.498
Wilkne,2024-05-29,106272403916,3,1.488
Wilkne,2024-05-29,106272403916,4,1.513
Wilkne,2024-05-29,106272404964,1,0.011
Wilkne,2024-05-29,106272404964,2,1.59
Wilkne,2024-05-29,106272404964,3,1.583
Wilkne,2024-05-29,106272404964,4,1.606
