Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-21,106272403152,1,1.869
Wilkne,2024-12-21,106272403152,2,1.878
Wilkne,2024-12-21,106272403152,3,1.873
Wilkne,2024-12-21,106272403152,4,1.888
Wilkne,2024-12-21,106272403916,1,1.882
Wilkne,2024-12-21,106272403916,2,1.878
Wilkne,2024-12-21,106272403916,3,1.855
Wilkne,2024-12-21,106272403916,4,1.895
Wilkne,2024-12-21,106272404964,1,0.012
Wilkne,2024-12-21,106272404964,2,1.705
Wilkne,2024-12-21,106272404964,3,1.69
Wilkne,2024-12-21,106272404964,4,1.708
