Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-02-01,106272403152,1,2.402
Wilkne,2024-02-01,106272403152,2,2.408
Wilkne,2024-02-01,106272403152,3,2.413
Wilkne,2024-02-01,106272403152,4,2.455
Wilkne,2024-02-01,106272403916,1,2.435
Wilkne,2024-02-01,106272403916,2,2.439
Wilkne,2024-02-01,106272403916,3,2.391
Wilkne,2024-02-01,106272403916,4,2.451
Wilkne,2024-02-01,106272404964,1,0.013
Wilkne,2024-02-01,106272404964,2,2.401
Wilkne,2024-02-01,106272404964,3,2.329
Wilkne,2024-02-01,106272404964,4,2.384
