Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-22,106272403152,1,1.679
Wilkne,2024-04-22,106272403152,2,1.676
Wilkne,2024-04-22,106272403152,3,1.666
Wilkne,2024-04-22,106272403152,4,1.674
Wilkne,2024-04-22,106272403916,1,1.684
Wilkne,2024-04-22,106272403916,2,1.675
Wilkne,2024-04-22,106272403916,3,1.666
Wilkne,2024-04-22,106272403916,4,1.705
Wilkne,2024-04-22,106272404964,1,0.011
Wilkne,2024-04-22,106272404964,2,1.639
Wilkne,2024-04-22,106272404964,3,1.618
Wilkne,2024-04-22,106272404964,4,1.65
