Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-20,106272403152,1,2.002
Wilkne,2024-12-20,106272403152,2,2.014
Wilkne,2024-12-20,106272403152,3,2.011
Wilkne,2024-12-20,106272403152,4,2.029
Wilkne,2024-12-20,106272403916,1,2.021
Wilkne,2024-12-20,106272403916,2,2.019
Wilkne,2024-12-20,106272403916,3,1.991
Wilkne,2024-12-20,106272403916,4,2.032
Wilkne,2024-12-20,106272404964,1,0.012
Wilkne,2024-12-20,106272404964,2,1.912
Wilkne,2024-12-20,106272404964,3,1.88
Wilkne,2024-12-20,106272404964,4,1.906
