Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-30,106272403152,1,1.033
Wilkne,2024-03-30,106272403152,2,1.033
Wilkne,2024-03-30,106272403152,3,1.027
Wilkne,2024-03-30,106272403152,4,1.031
Wilkne,2024-03-30,106272403916,1,1.032
Wilkne,2024-03-30,106272403916,2,1.025
Wilkne,2024-03-30,106272403916,3,1.02
Wilkne,2024-03-30,106272403916,4,1.048
Wilkne,2024-03-30,106272404964,1,0.01
Wilkne,2024-03-30,106272404964,2,0.989
Wilkne,2024-03-30,106272404964,3,0.992
Wilkne,2024-03-30,106272404964,4,0.997
