Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-02-11,106272403152,1,2.555
Wilkne,2025-02-11,106272403152,2,2.542
Wilkne,2025-02-11,106272403152,3,2.533
Wilkne,2025-02-11,106272403152,4,2.55
Wilkne,2025-02-11,106272403916,1,2.558
Wilkne,2025-02-11,106272403916,2,2.54
Wilkne,2025-02-11,106272403916,3,2.525
Wilkne,2025-02-11,106272403916,4,2.592
Wilkne,2025-02-11,106272404964,1,0.012
Wilkne,2025-02-11,106272404964,2,2.392
Wilkne,2025-02-11,106272404964,3,2.355
Wilkne,2025-02-11,106272404964,4,2.407
