Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-02-10,106272403152,1,2.243
Wilkne,2025-02-10,106272403152,2,2.236
Wilkne,2025-02-10,106272403152,3,2.228
Wilkne,2025-02-10,106272403152,4,2.247
Wilkne,2025-02-10,106272403916,1,2.251
Wilkne,2025-02-10,106272403916,2,2.24
Wilkne,2025-02-10,106272403916,3,2.222
Wilkne,2025-02-10,106272403916,4,2.274
Wilkne,2025-02-10,106272404964,1,0.012
Wilkne,2025-02-10,106272404964,2,2.046
Wilkne,2025-02-10,106272404964,3,2.027
Wilkne,2025-02-10,106272404964,4,2.059
