Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-04,106272403152,1,2.03
Wilkne,2024-03-04,106272403152,2,2.033
Wilkne,2024-03-04,106272403152,3,2.042
Wilkne,2024-03-04,106272403152,4,2.057
Wilkne,2024-03-04,106272403916,1,2.035
Wilkne,2024-03-04,106272403916,2,2.024
Wilkne,2024-03-04,106272403916,3,1.989
Wilkne,2024-03-04,106272403916,4,2.052
Wilkne,2024-03-04,106272404964,1,0.012
Wilkne,2024-03-04,106272404964,2,2.231
Wilkne,2024-03-04,106272404964,3,2.141
Wilkne,2024-03-04,106272404964,4,2.188
