Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-02,106272403152,1,1.594
Wilkne,2024-12-02,106272403152,2,1.578
Wilkne,2024-12-02,106272403152,3,1.567
Wilkne,2024-12-02,106272403152,4,1.601
Wilkne,2024-12-02,106272403916,1,1.556
Wilkne,2024-12-02,106272403916,2,1.568
Wilkne,2024-12-02,106272403916,3,1.549
Wilkne,2024-12-02,106272403916,4,1.597
Wilkne,2024-12-02,106272404964,1,0.012
Wilkne,2024-12-02,106272404964,2,1.556
Wilkne,2024-12-02,106272404964,3,1.52
Wilkne,2024-12-02,106272404964,4,1.526
