Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-12,106272403152,1,1.763
Wilkne,2025-01-12,106272403152,2,1.771
Wilkne,2025-01-12,106272403152,3,1.771
Wilkne,2025-01-12,106272403152,4,1.782
Wilkne,2025-01-12,106272403916,1,1.776
Wilkne,2025-01-12,106272403916,2,1.767
Wilkne,2025-01-12,106272403916,3,1.748
Wilkne,2025-01-12,106272403916,4,1.787
Wilkne,2025-01-12,106272404964,1,0.011
Wilkne,2025-01-12,106272404964,2,1.717
Wilkne,2025-01-12,106272404964,3,1.696
Wilkne,2025-01-12,106272404964,4,1.709
