Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-06,106272403152,1,2.271
Wilkne,2024-03-06,106272403152,2,2.276
Wilkne,2024-03-06,106272403152,3,2.272
Wilkne,2024-03-06,106272403152,4,2.3
Wilkne,2024-03-06,106272403916,1,2.294
Wilkne,2024-03-06,106272403916,2,2.294
Wilkne,2024-03-06,106272403916,3,2.262
Wilkne,2024-03-06,106272403916,4,2.312
Wilkne,2024-03-06,106272404964,1,0.012
Wilkne,2024-03-06,106272404964,2,2.217
Wilkne,2024-03-06,106272404964,3,2.16
Wilkne,2024-03-06,106272404964,4,2.209
