Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-27,106272403152,1,1.994
Wilkne,2024-04-27,106272403152,2,1.993
Wilkne,2024-04-27,106272403152,3,1.981
Wilkne,2024-04-27,106272403152,4,1.995
Wilkne,2024-04-27,106272403916,1,2.003
Wilkne,2024-04-27,106272403916,2,1.993
Wilkne,2024-04-27,106272403916,3,1.984
Wilkne,2024-04-27,106272403916,4,2.023
Wilkne,2024-04-27,106272404964,1,0.012
Wilkne,2024-04-27,106272404964,2,2.083
Wilkne,2024-04-27,106272404964,3,2.073
Wilkne,2024-04-27,106272404964,4,2.113
