Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-14,106272403152,1,2.336
Wilkne,2024-01-14,106272403152,2,2.349
Wilkne,2024-01-14,106272403152,3,2.352
Wilkne,2024-01-14,106272403152,4,2.382
Wilkne,2024-01-14,106272403916,1,2.372
Wilkne,2024-01-14,106272403916,2,2.377
Wilkne,2024-01-14,106272403916,3,2.334
Wilkne,2024-01-14,106272403916,4,2.378
Wilkne,2024-01-14,106272404964,1,0.012
Wilkne,2024-01-14,106272404964,2,2.253
Wilkne,2024-01-14,106272404964,3,2.188
Wilkne,2024-01-14,106272404964,4,2.223
