Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-11,106272403152,1,2.086
Wilkne,2024-01-11,106272403152,2,2.089
Wilkne,2024-01-11,106272403152,3,2.1
Wilkne,2024-01-11,106272403152,4,2.13
Wilkne,2024-01-11,106272403916,1,2.119
Wilkne,2024-01-11,106272403916,2,2.116
Wilkne,2024-01-11,106272403916,3,2.079
Wilkne,2024-01-11,106272403916,4,2.127
Wilkne,2024-01-11,106272404964,1,0.013
Wilkne,2024-01-11,106272404964,2,2.097
Wilkne,2024-01-11,106272404964,3,2.057
Wilkne,2024-01-11,106272404964,4,2.096
