Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2025-01-14,106272403152,1,1.761
Wilkne,2025-01-14,106272403152,2,1.766
Wilkne,2025-01-14,106272403152,3,1.761
Wilkne,2025-01-14,106272403152,4,1.776
Wilkne,2025-01-14,106272403916,1,1.768
Wilkne,2025-01-14,106272403916,2,1.76
Wilkne,2025-01-14,106272403916,3,1.744
Wilkne,2025-01-14,106272403916,4,1.786
Wilkne,2025-01-14,106272404964,1,0.011
Wilkne,2025-01-14,106272404964,2,1.588
Wilkne,2025-01-14,106272404964,3,1.57
Wilkne,2025-01-14,106272404964,4,1.584
