Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-04-06,106272403152,1,2.04
Wilkne,2024-04-06,106272403152,2,2.04
Wilkne,2024-04-06,106272403152,3,2.041
Wilkne,2024-04-06,106272403152,4,2.062
Wilkne,2024-04-06,106272403916,1,2.059
Wilkne,2024-04-06,106272403916,2,2.052
Wilkne,2024-04-06,106272403916,3,2.027
Wilkne,2024-04-06,106272403916,4,2.074
Wilkne,2024-04-06,106272404964,1,0.013
Wilkne,2024-04-06,106272404964,2,2.182
Wilkne,2024-04-06,106272404964,3,2.141
Wilkne,2024-04-06,106272404964,4,2.193
