Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-03,106272403152,1,1.419
Wilkne,2024-12-03,106272403152,2,1.406
Wilkne,2024-12-03,106272403152,3,1.396
Wilkne,2024-12-03,106272403152,4,1.427
Wilkne,2024-12-03,106272403916,1,1.385
Wilkne,2024-12-03,106272403916,2,1.398
Wilkne,2024-12-03,106272403916,3,1.382
Wilkne,2024-12-03,106272403916,4,1.423
Wilkne,2024-12-03,106272404964,1,0.011
Wilkne,2024-12-03,106272404964,2,1.343
Wilkne,2024-12-03,106272404964,3,1.319
Wilkne,2024-12-03,106272404964,4,1.319
