Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-18,106272403152,1,1.657
Wilkne,2024-05-18,106272403152,2,1.664
Wilkne,2024-05-18,106272403152,3,1.66
Wilkne,2024-05-18,106272403152,4,1.676
Wilkne,2024-05-18,106272403916,1,1.678
Wilkne,2024-05-18,106272403916,2,1.672
Wilkne,2024-05-18,106272403916,3,1.658
Wilkne,2024-05-18,106272403916,4,1.685
Wilkne,2024-05-18,106272404964,1,0.012
Wilkne,2024-05-18,106272404964,2,1.846
Wilkne,2024-05-18,106272404964,3,1.829
Wilkne,2024-05-18,106272404964,4,1.863
